Date,Close
2024-01-12,12412.93
2024-01-19,12330.81
2024-01-26,12588.69
2024-02-02,12729.54
2024-02-09,12958.10
2024-02-16,13663.44
2024-03-01,13933.59
2024-03-15,13116.14
2024-03-22,13022.83
2024-03-29,13805.25
2024-04-05,14179.21
2024-04-12,14749.19
2024-04-19,13122.61
2024-04-26,15696.78
2024-05-03,13934.51
2024-05-10,16557.52
2024-05-17,13702.81
2024-05-24,13842.86
2024-05-31,14794.88
2024-06-07,15103.70
2024-06-14,14638.33
2024-06-21,16041.95
2024-06-28,13899.48
2024-07-05,16243.74
2024-07-12,14538.68
2024-07-19,16334.50
2024-07-26,15025.75
2024-08-02,14087.88
2024-08-09,15793.34
2024-08-16,17646.36
2024-08-23,14863.15
2024-08-30,15263.51
2024-09-06,14828.14
2024-09-13,14470.14
2024-09-20,14129.75
2024-09-27,14159.87
2024-10-04,13837.27
2024-10-11,14769.79
2024-10-18,16060.88
2024-10-25,15443.02
2024-11-01,14768.32
2024-11-08,14619.87
2024-11-15,13915.95
2024-11-22,14978.58
2024-11-29,14482.19
2024-12-06,16062.58
2024-12-13,15991.58
2024-12-20,16727.21
2024-12-27,15348.41
2025-01-10,16478.56
2025-01-17,14731.61
2025-01-24,15332.23
2025-01-31,15208.78
2025-02-07,14753.13
2025-02-14,14760.66
2025-02-21,14943.99
2025-02-28,15229.64
2025-03-07,14226.47
2025-03-14,17441.13
2025-03-21,16102.06
2025-03-28,15730.28
2025-04-04,16237.64
2025-04-11,15629.62
2025-04-18,16250.81
2025-04-25,16237.91
