Date,Close
2024-01-12,203.30
2024-01-19,191.98
2024-01-26,194.57
2024-02-02,202.29
2024-02-09,202.01
2024-02-16,208.92
2024-03-01,214.19
2024-03-15,212.57
2024-03-22,212.69
2024-03-29,223.01
2024-04-05,227.13
2024-04-12,222.71
2024-04-19,224.19
2024-04-26,230.09
2024-05-03,222.31
2024-05-10,223.90
2024-05-17,239.58
2024-05-24,214.81
2024-05-31,224.35
2024-06-07,207.75
2024-06-14,218.08
2024-06-21,227.59
2024-06-28,222.30
2024-07-05,213.58
2024-07-12,211.28
2024-07-19,210.24
2024-07-26,204.89
2024-08-02,210.84
2024-08-09,216.07
2024-08-16,198.16
2024-08-23,193.82
2024-08-30,200.26
2024-09-06,203.71
2024-09-13,210.68
2024-09-20,196.20
2024-09-27,199.63
2024-10-04,197.67
2024-10-11,193.29
2024-10-18,203.79
2024-10-25,192.61
2024-11-01,199.32
2024-11-08,195.23
2024-11-15,195.98
2024-11-22,196.82
2024-11-29,196.02
2024-12-06,209.72
2024-12-13,203.77
2024-12-20,209.05
2024-12-27,205.92
2025-01-10,223.96
2025-01-17,210.43
2025-01-24,203.02
2025-01-31,212.91
2025-02-07,211.85
2025-02-14,199.91
2025-02-21,209.95
2025-02-28,211.97
2025-03-07,213.48
2025-03-14,204.64
2025-03-21,199.44
2025-03-28,208.20
2025-04-04,203.23
2025-04-11,210.10
2025-04-18,209.04
2025-04-25,202.53
