Date,Close
2024-01-12,7360.16
2024-01-19,6801.30
2024-01-26,6926.68
2024-02-02,7069.36
2024-02-09,6962.36
2024-02-16,6895.18
2024-03-01,6961.36
2024-03-15,6719.59
2024-03-22,6487.43
2024-03-29,6725.85
2024-04-05,6876.86
2024-04-12,6505.08
2024-04-19,6791.83
2024-04-26,6903.92
2024-05-03,6473.06
2024-05-10,6531.01
2024-05-17,6946.73
2024-05-24,6288.93
2024-05-31,6625.53
2024-06-07,6149.13
2024-06-14,6128.32
2024-06-21,6483.52
2024-06-28,6612.41
2024-07-05,6236.45
2024-07-12,6254.19
2024-07-19,6225.77
2024-07-26,6048.17
2024-08-02,6232.22
2024-08-09,6406.91
2024-08-16,5959.04
2024-08-23,5647.38
2024-08-30,6057.42
2024-09-06,5899.01
2024-09-13,5999.80
2024-09-20,6012.81
2024-09-27,6095.69
2024-10-04,5753.58
2024-10-11,5739.83
2024-10-18,5822.92
2024-10-25,5626.25
2024-11-01,5785.90
2024-11-08,5652.67
2024-11-15,5883.51
2024-11-22,5692.33
2024-11-29,5627.09
2024-12-06,6016.06
2024-12-13,5735.76
2024-12-20,5922.68
2024-12-27,5673.37
2025-01-10,6299.30
2025-01-17,5713.41
2025-01-24,5745.16
2025-01-31,5899.68
2025-02-07,5857.29
2025-02-14,5591.16
2025-02-21,5900.83
2025-02-28,6162.68
2025-03-07,6128.11
2025-03-14,5824.37
2025-03-21,5792.81
2025-03-28,6144.60
2025-04-04,5982.67
2025-04-11,6260.14
2025-04-18,5803.90
2025-04-25,5998.17
