Date,Close
2024-01-12,1343.74
2024-01-19,1299.57
2024-01-26,1322.46
2024-02-02,1349.67
2024-02-09,1338.93
2024-02-16,1340.23
2024-03-01,1350.04
2024-03-15,1361.93
2024-03-22,1339.92
2024-03-29,1370.97
2024-04-05,1420.08
2024-04-12,1369.77
2024-04-19,1391.53
2024-04-26,1408.86
2024-05-03,1346.03
2024-05-10,1366.62
2024-05-17,1410.97
2024-05-24,1339.49
2024-05-31,1384.72
2024-06-07,1319.72
2024-06-14,1321.82
2024-06-21,1382.04
2024-06-28,1393.16
2024-07-05,1334.92
2024-07-12,1328.91
2024-07-19,1351.30
2024-07-26,1340.01
2024-08-02,1356.25
2024-08-09,1400.70
2024-08-16,1300.32
2024-08-23,1297.60
2024-08-30,1347.15
2024-09-06,1336.64
2024-09-13,1362.89
2024-09-20,1313.98
2024-09-27,1316.60
2024-10-04,1299.10
2024-10-11,1269.59
2024-10-18,1291.82
2024-10-25,1272.84
2024-11-01,1296.80
2024-11-08,1235.92
2024-11-15,1276.40
2024-11-22,1249.59
2024-11-29,1252.16
2024-12-06,1292.41
2024-12-13,1274.97
2024-12-20,1272.02
2024-12-27,1293.05
2025-01-10,1318.51
2025-01-17,1264.18
2025-01-24,1241.84
2025-01-31,1288.05
2025-02-07,1260.90
2025-02-14,1222.83
2025-02-21,1264.79
2025-02-28,1280.16
2025-03-07,1310.01
2025-03-14,1271.80
2025-03-21,1242.30
2025-03-28,1288.21
2025-04-04,1257.52
2025-04-11,1301.22
2025-04-18,1277.24
2025-04-25,1248.97
