Date,Close
2024-01-12,1385.38
2024-01-19,1326.33
2024-01-26,1369.58
2024-02-02,1410.44
2024-02-09,1338.13
2024-02-16,1445.18
2024-03-01,1508.67
2024-03-15,1480.89
2024-03-22,1532.88
2024-03-29,1563.50
2024-04-05,1556.57
2024-04-12,1499.94
2024-04-19,1542.04
2024-04-26,1580.39
2024-05-03,1540.96
2024-05-10,1497.06
2024-05-17,1615.10
2024-05-24,1421.57
2024-05-31,1459.48
2024-06-07,1340.47
2024-06-14,1408.94
2024-06-21,1488.95
2024-06-28,1421.82
2024-07-05,1367.40
2024-07-12,1330.17
2024-07-19,1357.76
2024-07-26,1320.88
2024-08-02,1367.06
2024-08-09,1392.07
2024-08-16,1252.79
2024-08-23,1203.99
2024-08-30,1297.41
2024-09-06,1247.23
2024-09-13,1293.02
2024-09-20,1259.41
2024-09-27,1215.18
2024-10-04,1219.44
2024-10-11,1159.75
2024-10-18,1217.34
2024-10-25,1132.19
2024-11-01,1199.99
2024-11-08,1173.86
2024-11-15,1197.94
2024-11-22,1130.29
2024-11-29,1151.49
2024-12-06,1196.60
2024-12-13,1152.62
2024-12-20,1175.82
2024-12-27,1139.95
2025-01-10,1195.73
2025-01-17,1122.10
2025-01-24,1089.10
2025-01-31,1112.10
2025-02-07,1105.14
2025-02-14,1058.43
2025-02-21,1085.84
2025-02-28,1121.58
2025-03-07,1170.04
2025-03-14,1082.72
2025-03-21,1097.77
2025-03-28,1091.16
2025-04-04,1054.08
2025-04-11,1179.07
2025-04-18,1070.34
2025-04-25,1116.04
